company_id,name,rank,karma,market_cap,sector,industry,symbol,category,exchange,share_value,ipo_year,quote_url
"1682","Carbo Ceramics, Inc.","1","1.0","1686691091","Capital Goods","Industrial Machinery/Components","CRR","Public","NYSE","73","1987","http://www.nasdaq.com/symbol/crr"
"1683","CVR Partners, LP","1","1.0","1685612849","Basic Industries","Agricultural Chemicals","UAN","Public","NYSE","23","1992","http://www.nasdaq.com/symbol/uan"
"1684","Dorman Products, Inc.","1","1.0","1684606131","Capital Goods","Auto Parts:O.E.M.","DORM","Public","NASDAQ","46","1981","http://www.nasdaq.com/symbol/dorm"
"1685","Enbridge Energy Management LLC","1","1.0","1683128503","Energy","Oil & Gas Production","EEQ","Public","NYSE","32","2002","http://www.nasdaq.com/symbol/eeq"
"1686","Insulet Corporation","1","1.0","1680512792","Health Care","Medical/Dental Instruments","PODD","Public","NASDAQ","31","2007","http://www.nasdaq.com/symbol/podd"
"1687","Crosstex Energy, L.P.","1","1.0","1677717346","Energy","Oil Refining/Marketing","XTEX","Public","NASDAQ","21","2002","http://www.nasdaq.com/symbol/xtex"
"1688","New Residential Investment Corp.","1","1.0","1677560026","Consumer Services","Real Estate Investment Trusts","NRZ","Public","NYSE","7","0000","http://www.nasdaq.com/symbol/nrz"
"1689","Herman Miller, Inc.","1","1.0","1675885961","Consumer Durables","Office Equipment/Supplies/Services","MLHR","Public","NASDAQ","29","1970","http://www.nasdaq.com/symbol/mlhr"
"1690","Ubiquiti Networks, Inc.","1","1.0","1675360118","Technology","Radio And Television Broadcasting And Communications Equipme","UBNT","Public","NASDAQ","19","0000","http://www.nasdaq.com/symbol/ubnt"
"1691","Sanderson Farms, Inc.","1","1.0","1675252533","Consumer Non-Durables","Meat/Poultry/Fish","SAFM","Public","NASDAQ","73","1987","http://www.nasdaq.com/symbol/safm"
"1692","Summit Midstream Partners, LP","1","1.0","1671674764","Public Utilities","Natural Gas Distribution","SMLP","Public","NYSE","34","0000","http://www.nasdaq.com/symbol/smlp"
"1693","Home Loan Servicing Solutions, Ltd.","1","1.0","1668894119","Finance","Finance: Consumer Services","HLSS","Public","NASDAQ","24","0000","http://www.nasdaq.com/symbol/hlss"
"1694","Avista Corporation","1","1.0","1666979853","Public Utilities","Power Generation","AVA","Public","NYSE","28","0000","http://www.nasdaq.com/symbol/ava"
"1695","Euronet Worldwide, Inc.","1","1.0","1662375005","Finance","Investment Bankers/Brokers/Service","EEFT","Public","NASDAQ","33","1997","http://www.nasdaq.com/symbol/eeft"
"1696","Glacier Bancorp, Inc.","1","1.0","1661616750","Finance","Major Banks","GBCI","Public","NASDAQ","23","0000","http://www.nasdaq.com/symbol/gbci"
"1697","Delek US Holdings, Inc.","1","1.0","1659607292","Energy","Integrated oil Companies","DK","Public","NYSE","28","1996","http://www.nasdaq.com/symbol/dk"
"1698","PDC Energy, Inc.","1","1.0","1659365806","Energy","Oil & Gas Production","PDCE","Public","NASDAQ","55","0000","http://www.nasdaq.com/symbol/pdce"
"1699","Pebblebrook Hotel Trust","1","1.0","1657520676","Consumer Services","Real Estate Investment Trusts","PEB","Public","NYSE","27","2009","http://www.nasdaq.com/symbol/peb"
"1700","Cohen & Steers Infrastructure Fund, Inc","1","1.0","1654029188","n/a","n/a","UTF","Public","NYSE","19","2004","http://www.nasdaq.com/symbol/utf"
"1701","Dealertrack Technologies, Inc.","1","1.0","1651282722","Technology","EDP Services","TRAK","Public","NASDAQ","38","2005","http://www.nasdaq.com/symbol/trak"
"1702","MWI Veterinary Supply, Inc.","1","1.0","1649641802","Health Care","Medical Specialities","MWIV","Public","NASDAQ","129","2005","http://www.nasdaq.com/symbol/mwiv"
"1703","Marriot Vacations Worldwide Corporation","1","1.0","1648296078","Finance","Real Estate","VAC","Public","NYSE","47","0000","http://www.nasdaq.com/symbol/vac"
"1704","Potlatch Corporation","1","1.0","1647932418","Consumer Services","Real Estate Investment Trusts","PCH","Public","NASDAQ","41","0000","http://www.nasdaq.com/symbol/pch"
"1705","IBERIABANK Corporation","1","1.0","1644286472","Finance","Major Banks","IBKC","Public","NASDAQ","55","0000","http://www.nasdaq.com/symbol/ibkc"
"1706","International Bancshares Corporation","1","1.0","1642113946","Finance","Major Banks","IBOC","Public","NASDAQ","24","0000","http://www.nasdaq.com/symbol/iboc"
"1707","Gran Tierra Energy Inc.","1","1.0","1641725513","Energy","Oil & Gas Production","GTE","Public","AMEX","6","0000","http://www.nasdaq.com/symbol/gte"
"1708","Group 1 Automotive, Inc.","1","1.0","1641673797","Consumer Durables","Automotive Aftermarket","GPI","Public","NYSE","67","1997","http://www.nasdaq.com/symbol/gpi"
"1709","Vipshop Holdings Limited","1","1.0","1638282760","Consumer Services","Catalog/Specialty Distribution","VIPS","Public","NYSE","30","0000","http://www.nasdaq.com/symbol/vips"
"1710","Vistaprint N.V.","1","1.0","1632528890","Miscellaneous","Publishing","VPRT","Public","NASDAQ","50","2005","http://www.nasdaq.com/symbol/vprt"
"1711","Brady Corporation","1","1.0","1629291909","Consumer Durables","Miscellaneous manufacturing industries","BRC","Public","NYSE","32","1971","http://www.nasdaq.com/symbol/brc"
"1712","ACADIA Pharmaceuticals Inc.","1","1.0","1628564831","Health Care","Major Pharmaceuticals","ACAD","Public","NASDAQ","18","1985","http://www.nasdaq.com/symbol/acad"
"1713","ANN INC.","1","1.0","1626247683","Consumer Services","Clothing/Shoe/Accessory Stores","ANN","Public","NYSE","35","1991","http://www.nasdaq.com/symbol/ann"
"1714","Bank of the Ozarks","1","1.0","1625459231","Finance","Major Banks","OZRK","Public","NASDAQ","46","1997","http://www.nasdaq.com/symbol/ozrk"
"1715","Cypress Semiconductor Corporation","1","1.0","1623305614","Technology","Semiconductors","CY","Public","NASDAQ","11","1986","http://www.nasdaq.com/symbol/cy"
"1716","First BanCorp.","1","1.0","1620951923","Finance","Major Banks","FBP","Public","NYSE","8","0000","http://www.nasdaq.com/symbol/fbp"
"1717","Vanguard Health Systems, Inc.","1","1.0","1620022706","Health Care","Medical Specialities","VHS","Public","NYSE","21","0000","http://www.nasdaq.com/symbol/vhs"
"1718","Aberdeen Asia-Pacific Income Fund Inc","1","1.0","1618800707","n/a","n/a","FAX","Public","AMEX","6","1986","http://www.nasdaq.com/symbol/fax"
"1719","Gabelli Dividend","1","1.0","1615968798","n/a","n/a","GDV","Public","NYSE","20","2003","http://www.nasdaq.com/symbol/gdv"
"1720","Fresh Del Monte Produce, Inc.","1","1.0","1614069259","Consumer Non-Durables","Farming/Seeds/Milling","FDP","Public","NYSE","28","1997","http://www.nasdaq.com/symbol/fdp"
"1721","YY Inc.","1","1.0","1613454098","Technology","EDP Services","YY","Public","NASDAQ","30","0000","http://www.nasdaq.com/symbol/yy"
"1722","Celldex Therapeutics, Inc.","1","1.0","1613362884","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","CLDX","Public","NASDAQ","20","0000","http://www.nasdaq.com/symbol/cldx"
"1723","Manhattan Associates, Inc.","1","1.0","1613048519","Technology","Computer Software: Prepackaged Software","MANH","Public","NASDAQ","83","1998","http://www.nasdaq.com/symbol/manh"
"1724","Tile Shop Hldgs, Inc.","1","1.0","1610498784","Consumer Services","Home Furnishings","TTS","Public","NASDAQ","30","0000","http://www.nasdaq.com/symbol/tts"
"1725","Vanguard STAR Funds Vanguard Total International Stock ETF","1","1.0","1609386000","n/a","n/a","VXUS","Public","NASDAQ","46","0000","http://www.nasdaq.com/symbol/vxus"
"1726","ARMOUR Residential REIT, Inc.","1","1.0","1608715385","Consumer Services","Real Estate Investment Trusts","ARR","Public","NYSE","4","0000","http://www.nasdaq.com/symbol/arr"
"1727","National Penn Bancshares, Inc.","1","1.0","1608586457","Finance","Major Banks","NPBC","Public","NASDAQ","11","0000","http://www.nasdaq.com/symbol/npbc"
"1728","Glimcher Realty Trust","1","1.0","1606830226","Consumer Services","Real Estate Investment Trusts","GRT","Public","NYSE","11","1983","http://www.nasdaq.com/symbol/grt"
"1729","Newcastle Investment Corporation","1","1.0","1604217778","Consumer Services","Real Estate Investment Trusts","NCT","Public","NYSE","5","2002","http://www.nasdaq.com/symbol/nct"
"1730","Brookfield Property Partners L.P.","1","1.0","1601037121","Finance","Real Estate","BPY","Public","NYSE","20","0000","http://www.nasdaq.com/symbol/bpy"
"1731","Proto Labs, Inc.","1","1.0","1595483133","Capital Goods","Metal Fabrications","PRLB","Public","NYSE","63","0000","http://www.nasdaq.com/symbol/prlb"
"1732","Grand Canyon Education, Inc.","1","1.0","1593669659","Consumer Services","Other Consumer Services","LOPE","Public","NASDAQ","35","2008","http://www.nasdaq.com/symbol/lope"
"1733","InterDigital, Inc.","1","1.0","1592130565","Miscellaneous","Multi-Sector Companies","IDCC","Public","NASDAQ","39","0000","http://www.nasdaq.com/symbol/idcc"
"1734","Aixtron SE","1","1.0","1591773979","Technology","Industrial Machinery/Components","AIXG","Public","NASDAQ","16","0000","http://www.nasdaq.com/symbol/aixg"
"1735","Finisar Corporation","1","1.0","1590598552","Technology","Semiconductors","FNSR","Public","NASDAQ","17","1999","http://www.nasdaq.com/symbol/fnsr"
"1736","Crestwood Midstream Partners LP","1","1.0","1587618807","Public Utilities","Natural Gas Distribution","CMLP","Public","NYSE","26","0000","http://www.nasdaq.com/symbol/cmlp"
"1737","Monro Muffler Brake, Inc.","1","1.0","1586250733","Consumer Services","Automotive Aftermarket","MNRO","Public","NASDAQ","51","1991","http://www.nasdaq.com/symbol/mnro"
"1738","Alexander's, Inc.","1","1.0","1585954781","Consumer Services","Real Estate Investment Trusts","ALX","Public","NYSE","311","0000","http://www.nasdaq.com/symbol/alx"
"1739","Puma Biotechnology Inc","1","1.0","1578650463","Health Care","Major Pharmaceuticals","PBYI","Public","NYSE","55","0000","http://www.nasdaq.com/symbol/pbyi"
"1740","On Assignment, Inc.","1","1.0","1578573450","Technology","Professional Services","ASGN","Public","NYSE","30","1992","http://www.nasdaq.com/symbol/asgn"
"1741","Calamos Strategic Total Return Fund","1","1.0","1576042800","n/a","n/a","CSQ","Public","NASDAQ","10","2004","http://www.nasdaq.com/symbol/csq"
"1742","International Speedway Corporation","1","1.0","1574364955","Consumer Services","Services-Misc. Amusement & Recreation","ISCA","Public","NASDAQ","34","1996","http://www.nasdaq.com/symbol/isca"
"1743","International Rectifier Corporation","1","1.0","1570230495","Technology","Semiconductors","IRF","Public","NYSE","23","0000","http://www.nasdaq.com/symbol/irf"
"1744","Sims Metal Management Limited","1","1.0","1568896642","Consumer Durables","Industrial Specialties","SMS","Public","NYSE","8","0000","http://www.nasdaq.com/symbol/sms"
"1745","DexCom, Inc.","1","1.0","1567406784","Health Care","Medical/Dental Instruments","DXCM","Public","NASDAQ","22","2005","http://www.nasdaq.com/symbol/dxcm"
"1746","Diamondback Energy, Inc.","1","1.0","1566722529","Energy","Oil & Gas Production","FANG","Public","NASDAQ","37","0000","http://www.nasdaq.com/symbol/fang"
"1747","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","1","1.0","1565322822","Finance","Finance: Consumer Services","NFJ","Public","NYSE","17","2005","http://www.nasdaq.com/symbol/nfj"
"1748","Magellan Health Services, Inc.","1","1.0","1563392812","Health Care","Hospital/Nursing Management","MGLN","Public","NASDAQ","58","0000","http://www.nasdaq.com/symbol/mgln"
"1749","Mattress Firm Holding Corp.","1","1.0","1563260827","Consumer Services","Other Specialty Stores","MFRM","Public","NASDAQ","46","0000","http://www.nasdaq.com/symbol/mfrm"
"1750","Bonanza Creek Energy, Inc.","1","1.0","1562619294","Energy","Oil & Gas Production","BCEI","Public","NYSE","39","0000","http://www.nasdaq.com/symbol/bcei"
"1751","WisdomTree Investments, Inc.","1","1.0","1562464536","Finance","Investment Bankers/Brokers/Service","WETF","Public","NASDAQ","12","0000","http://www.nasdaq.com/symbol/wetf"
"1752","NorthWestern Corporation","1","1.0","1562374843","Public Utilities","Power Generation","NWE","Public","NYSE","41","0000","http://www.nasdaq.com/symbol/nwe"
"1753","Tetra Tech, Inc.","1","1.0","1560219456","Consumer Services","Military/Government/Technical","TTEK","Public","NASDAQ","24","1991","http://www.nasdaq.com/symbol/ttek"
"1754","Alamos Gold Inc","1","1.0","1558751589","Basic Industries","Precious Metals","AGI","Public","NYSE","12","0000","http://www.nasdaq.com/symbol/agi"
"1755","Eaton Vance Tax-Managed Diversified Equity Income Fund","1","1.0","1558608310","n/a","n/a","ETY","Public","NYSE","10","2006","http://www.nasdaq.com/symbol/ety"
"1756","Hillenbrand Inc","1","1.0","1553021471","Consumer Durables","Miscellaneous manufacturing industries","HI","Public","NYSE","25","0000","http://www.nasdaq.com/symbol/hi"
"1757","Sterling Financial Corporation","1","1.0","1551810897","Finance","Banks","STSA","Public","NASDAQ","25","0000","http://www.nasdaq.com/symbol/stsa"
"1758","Minerals Technologies Inc.","1","1.0","1549607410","Basic Industries","Major Chemicals","MTX","Public","NYSE","44","1992","http://www.nasdaq.com/symbol/mtx"
"1759","Infoblox Inc.","1","1.0","1547857042","Technology","EDP Services","BLOX","Public","NYSE","31","0000","http://www.nasdaq.com/symbol/blox"
"1760","ImmunoGen, Inc.","1","1.0","1545278029","Health Care","Major Pharmaceuticals","IMGN","Public","NASDAQ","18","1989","http://www.nasdaq.com/symbol/imgn"
"1761","Globus Medical, Inc.","1","1.0","1543012903","Health Care","Medical/Dental Instruments","GMED","Public","NYSE","17","1994","http://www.nasdaq.com/symbol/gmed"
"1762","Celestica, Inc.","1","1.0","1541120760","Technology","Electrical Products","CLS","Public","NYSE","9","1998","http://www.nasdaq.com/symbol/cls"
"1763","MB Financial Inc.","1","1.0","1540934804","Finance","Major Banks","MBFI","Public","NASDAQ","28","0000","http://www.nasdaq.com/symbol/mbfi"
"1764","General Cable Corporation","1","1.0","1539050850","Basic Industries","Telecommunications Equipment","BGC","Public","NYSE","31","1997","http://www.nasdaq.com/symbol/bgc"
"1765","Meritage Corporation","1","1.0","1538852330","Capital Goods","Homebuilding","MTH","Public","NYSE","43","0000","http://www.nasdaq.com/symbol/mth"
"1766","J & J Snack Foods Corp.","1","1.0","1537441611","Consumer Non-Durables","Specialty Foods","JJSF","Public","NASDAQ","82","1986","http://www.nasdaq.com/symbol/jjsf"
"1767","Heartware International, Inc.","1","1.0","1533869696","Health Care","Medical/Dental Instruments","HTWR","Public","NASDAQ","94","0000","http://www.nasdaq.com/symbol/htwr"
"1768","Cohn & Steers Inc","1","1.0","1533437389","Finance","Investment Managers","CNS","Public","NYSE","35","1985","http://www.nasdaq.com/symbol/cns"
"1769","United Stationers Inc.","1","1.0","1532701634","Consumer Services","Paper","USTR","Public","NASDAQ","38","1981","http://www.nasdaq.com/symbol/ustr"
"1770","Santarus, Inc.","1","1.0","1531797849","Health Care","Major Pharmaceuticals","SNTS","Public","NASDAQ","24","2004","http://www.nasdaq.com/symbol/snts"
"1771","KB Home","1","1.0","1531465726","Capital Goods","Homebuilding","KBH","Public","NYSE","18","1986","http://www.nasdaq.com/symbol/kbh"
"1772","Spirit Realty Capital, Inc.","1","1.0","1530390585","Consumer Services","Real Estate Investment Trusts","SRC","Public","NYSE","18","1994","http://www.nasdaq.com/symbol/src"
"1773","Legacy Reserves LP","1","1.0","1529770538","Energy","Oil & Gas Production","LGCY","Public","NASDAQ","27","1996","http://www.nasdaq.com/symbol/lgcy"
"1774","B2Gold Corp","1","1.0","1528905262","Basic Industries","Precious Metals","BTG","Public","AMEX","2","0000","http://www.nasdaq.com/symbol/btg"
"1775","Dupont Fabros Technology, Inc.","1","1.0","1528837553","Finance","Real Estate","DFT","Public","NYSE","24","2007","http://www.nasdaq.com/symbol/dft"
"1776","OpenTable, Inc.","1","1.0","1526264655","Miscellaneous","Business Services","OPEN","Public","NASDAQ","67","1995","http://www.nasdaq.com/symbol/open"
"1777","Exterran Partners, L.P.","1","1.0","1526258868","Public Utilities","Natural Gas Distribution","EXLP","Public","NASDAQ","31","0000","http://www.nasdaq.com/symbol/exlp"
"1778","M.D.C. Holdings, Inc.","1","1.0","1523758057","Capital Goods","Homebuilding","MDC","Public","NYSE","31","0000","http://www.nasdaq.com/symbol/mdc"
"1779","Lithia Motors, Inc.","1","1.0","1520025264","Consumer Durables","Automotive Aftermarket","LAD","Public","NYSE","59","0000","http://www.nasdaq.com/symbol/lad"
"1780","Crocs, Inc.","1","1.0","1519127546","Consumer Non-Durables","Shoe Manufacturing","CROX","Public","NASDAQ","17","2006","http://www.nasdaq.com/symbol/crox"
"1781","Wuxi Pharmatech (Cayman) Inc.","1","1.0","1518368382","Health Care","Major Pharmaceuticals","WX","Public","NYSE","22","2007","http://www.nasdaq.com/symbol/wx"
"1782","RealPage, Inc.","1","1.0","1516649548","Technology","Computer Software: Prepackaged Software","RP","Public","NASDAQ","20","1983","http://www.nasdaq.com/symbol/rp"
"1783","Mueller Industries, Inc.","1","1.0","1516025666","Capital Goods","Metal Fabrications","MLI","Public","NYSE","54","0000","http://www.nasdaq.com/symbol/mli"
"1784","El Paso Electric Company","1","1.0","1514374769","Public Utilities","Electric Utilities: Central","EE","Public","NYSE","38","0000","http://www.nasdaq.com/symbol/ee"
"1785","Iamgold Corporation","1","1.0","1513788502","Basic Industries","Precious Metals","IAG","Public","NYSE","4","0000","http://www.nasdaq.com/symbol/iag"
"1786","EQT Midstream Partners, LP","1","1.0","1512023410","Public Utilities","Natural Gas Distribution","EQM","Public","NYSE","44","1986","http://www.nasdaq.com/symbol/eqm"
"1787","Orient-Express Hotels Ltd.","1","1.0","1511386419","Consumer Services","Hotels/Resorts","OEH","Public","NYSE","12","2000","http://www.nasdaq.com/symbol/oeh"
"1788","Mobile Mini, Inc.","1","1.0","1504942625","Capital Goods","Metal Fabrications","MINI","Public","NASDAQ","33","1994","http://www.nasdaq.com/symbol/mini"
"1789","TriMas Corporation","1","1.0","1504849050","Capital Goods","Industrial Specialties","TRS","Public","NASDAQ","38","1986","http://www.nasdaq.com/symbol/trs"
"1790","MKS Instruments, Inc.","1","1.0","1503266013","Capital Goods","Industrial Machinery/Components","MKSI","Public","NASDAQ","28","1999","http://www.nasdaq.com/symbol/mksi"
"1791","Blackbaud, Inc.","1","1.0","1502702203","Technology","Computer Software: Prepackaged Software","BLKB","Public","NASDAQ","33","2004","http://www.nasdaq.com/symbol/blkb"
"1792","Churchill Downs, Incorporated","1","1.0","1498739941","Consumer Services","Services-Misc. Amusement & Recreation","CHDN","Public","NASDAQ","83","0000","http://www.nasdaq.com/symbol/chdn"
"1793","Papa John'S International, Inc.","1","1.0","1495722777","Consumer Services","Restaurants","PZZA","Public","NASDAQ","69","1993","http://www.nasdaq.com/symbol/pzza"
"1794","Harmony Gold Mining Company Limited","1","1.0","1492933880","Basic Industries","Precious Metals","HMY","Public","NYSE","3","1972","http://www.nasdaq.com/symbol/hmy"
"1795","Acorda Therapeutics, Inc.","1","1.0","1492426378","Health Care","Biotechnology: Biological Products (No Diagnostic Substances","ACOR","Public","NASDAQ","37","2006","http://www.nasdaq.com/symbol/acor"
"1796","Belo Corporation","1","1.0","1491433506","Consumer Services","Broadcasting","BLC","Public","NYSE","14","1981","http://www.nasdaq.com/symbol/blc"
"1797","Vector Group Ltd.","1","1.0","1489616670","Consumer Non-Durables","Farming/Seeds/Milling","VGR","Public","NYSE","17","1991","http://www.nasdaq.com/symbol/vgr"
"1798","Arena Pharmaceuticals, Inc.","1","1.0","1483061867","Health Care","Major Pharmaceuticals","ARNA","Public","NASDAQ","7","2000","http://www.nasdaq.com/symbol/arna"
"1799","Post Holdings, Inc.","1","1.0","1481310258","Consumer Non-Durables","Packaged Foods","POST","Public","NYSE","45","1994","http://www.nasdaq.com/symbol/post"
"1800","Home BancShares, Inc.","1","1.0","1481150880","Finance","Major Banks","HOMB","Public","NASDAQ","26","2006","http://www.nasdaq.com/symbol/homb"
"1801","Coherent, Inc.","1","1.0","1479686837","Capital Goods","Biotechnology: Laboratory Analytical Instruments","COHR","Public","NASDAQ","61","1970","http://www.nasdaq.com/symbol/cohr"
"1802","Bankrate, Inc.","1","1.0","1477700704","Miscellaneous","Business Services","RATE","Public","NYSE","15","0000","http://www.nasdaq.com/symbol/rate"
"1803","Western Alliance Bancorporation","1","1.0","1477221766","Finance","Major Banks","WAL","Public","NYSE","17","1990","http://www.nasdaq.com/symbol/wal"
"1804","RF Micro Devices, Inc.","1","1.0","1476687340","Technology","Semiconductors","RFMD","Public","NASDAQ","5","1997","http://www.nasdaq.com/symbol/rfmd"
"1805","Wintrust Financial Corporation","1","1.0","1475276594","Finance","Major Banks","WTFC","Public","NASDAQ","40","0000","http://www.nasdaq.com/symbol/wtfc"
"1806","Select Comfort Corporation","1","1.0","1474725000","Consumer Durables","Home Furnishings","SCSS","Public","NASDAQ","27","1998","http://www.nasdaq.com/symbol/scss"
"1807","Old National Bancorp","1","1.0","1471848840","Finance","Major Banks","ONB","Public","NYSE","15","0000","http://www.nasdaq.com/symbol/onb"
"1808","First Cash Financial Services, Inc.","1","1.0","1471116845","Consumer Services","Other Specialty Stores","FCFS","Public","NASDAQ","50","1991","http://www.nasdaq.com/symbol/fcfs"
"1809","TiVo Inc.","1","1.0","1470990964","Consumer Services","Television Services","TIVO","Public","NASDAQ","12","1999","http://www.nasdaq.com/symbol/tivo"
"1810","Buckeye Technologies, Inc.","1","1.0","1469651598","Basic Industries","Paper","BKI","Public","NYSE","37","1973","http://www.nasdaq.com/symbol/bki"
"1811","NGL ENERGY PARTNERS LP","1","1.0","1466040697","Consumer Services","Other Specialty Stores","NGL","Public","NYSE","30","1993","http://www.nasdaq.com/symbol/ngl"
"1812","Simpson Manufacturing Company, Inc.","1","1.0","1461066078","Capital Goods","Industrial Machinery/Components","SSD","Public","NYSE","30","0000","http://www.nasdaq.com/symbol/ssd"
"1813","Take-Two Interactive Software, Inc.","1","1.0","1460733223","Technology","Computer Software: Prepackaged Software","TTWO","Public","NASDAQ","16","1997","http://www.nasdaq.com/symbol/ttwo"
"1814","Angie's List, Inc.","1","1.0","1455495531","Consumer Services","Advertising","ANGI","Public","NASDAQ","25","0000","http://www.nasdaq.com/symbol/angi"
"1815","Hilltop Holdings Inc.","1","1.0","1454115668","Finance","Major Banks","HTH","Public","NYSE","17","0000","http://www.nasdaq.com/symbol/hth"
"1816","CACI International, Inc.","1","1.0","1451889535","Technology","EDP Services","CACI","Public","NYSE","63","0000","http://www.nasdaq.com/symbol/caci"
"1817","CSR plc","1","1.0","1451703238","Technology","Semiconductors","CSRE","Public","NASDAQ","35","0000","http://www.nasdaq.com/symbol/csre"
"1818","Virtus Investment Partners, Inc.","1","1.0","1450764522","Finance","Investment Managers","VRTS","Public","NASDAQ","186","0000","http://www.nasdaq.com/symbol/vrts"
"1819","Nektar Therapeutics","1","1.0","1446347434","Health Care","Major Pharmaceuticals","NKTR","Public","NASDAQ","13","0000","http://www.nasdaq.com/symbol/nktr"
"1820","CYS Investments, Inc.","1","1.0","1444019184","Consumer Services","Real Estate Investment Trusts","CYS","Public","NYSE","8","1981","http://www.nasdaq.com/symbol/cys"
"1821","Laclede Group, Inc.","1","1.0","1442123637","Public Utilities","Oil/Gas Transmission","LG","Public","NYSE","46","0000","http://www.nasdaq.com/symbol/lg"
"1822","FTI Consulting, Inc.","1","1.0","1440163107","Consumer Services","Professional Services","FCN","Public","NYSE","36","0000","http://www.nasdaq.com/symbol/fcn"
"1823","Intrepid Potash, Inc","1","1.0","1439429968","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","IPI","Public","NYSE","19","1984","http://www.nasdaq.com/symbol/ipi"
"1824","TAL International Group, Inc.","1","1.0","1438728165","Technology","Diversified Commercial Services","TAL","Public","NYSE","43","2005","http://www.nasdaq.com/symbol/tal"
"1825","Cyberonics, Inc.","1","1.0","1431099899","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","CYBX","Public","NASDAQ","52","1993","http://www.nasdaq.com/symbol/cybx"
"1826","Internet Initiative Japan, Inc.","1","1.0","1430479584","Technology","Computer Software: Programming, Data Processing","IIJI","Public","NASDAQ","17","0000","http://www.nasdaq.com/symbol/iiji"
"1827","Hibbett Sports, Inc.","1","1.0","1429074625","Consumer Services","Other Specialty Stores","HIBB","Public","NASDAQ","55","1996","http://www.nasdaq.com/symbol/hibb"
"1828","Vitamin Shoppe, Inc","1","1.0","1426656612","Consumer Non-Durables","Food Chains","VSI","Public","NYSE","47","2009","http://www.nasdaq.com/symbol/vsi"
"1829","American Axle & Manufacturing Holdings, Inc.","1","1.0","1424945356","Capital Goods","Auto Parts:O.E.M.","AXL","Public","NYSE","19","1999","http://www.nasdaq.com/symbol/axl"
"1830","Government Properties Income Trust","1","1.0","1412520809","Finance","Real Estate","GOV","Public","NYSE","26","1987","http://www.nasdaq.com/symbol/gov"
"1831","Pimco High Income Fund","1","1.0","1408484825","n/a","n/a","PHK","Public","NYSE","11","2003","http://www.nasdaq.com/symbol/phk"
"1832","Cementos Pacasmayo S.A.A.","1","1.0","1408354864","Capital Goods","Building Materials","CPAC","Public","NYSE","12","0000","http://www.nasdaq.com/symbol/cpac"
"1833","WMS Industries Inc.","1","1.0","1406581451","Consumer Durables","Miscellaneous manufacturing industries","WMS","Public","NYSE","26","0000","http://www.nasdaq.com/symbol/wms"
"1834","Neogen Corporation","1","1.0","1405168940","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","NEOG","Public","NASDAQ","59","1989","http://www.nasdaq.com/symbol/neog"
"1835","Air Methods Corporation","1","1.0","1403211176","Transportation","Transportation Services","AIRM","Public","NASDAQ","36","0000","http://www.nasdaq.com/symbol/airm"
"1836","Universal Corporation","1","1.0","1399391846","Consumer Services","Farming/Seeds/Milling","UVV","Public","NYSE","60","0000","http://www.nasdaq.com/symbol/uvv"
"1837","Hub Group, Inc.","1","1.0","1397933844","Transportation","Oil Refining/Marketing","HUBG","Public","NASDAQ","37","1996","http://www.nasdaq.com/symbol/hubg"
"1838","Entegris, Inc.","1","1.0","1397399078","Consumer Non-Durables","Plastic Products","ENTG","Public","NASDAQ","10","2000","http://www.nasdaq.com/symbol/entg"
"1839","Heartland Payment Systems, Inc.","1","1.0","1395796256","Miscellaneous","Business Services","HPY","Public","NYSE","38","2005","http://www.nasdaq.com/symbol/hpy"
"1840","LTC Properties, Inc.","1","1.0","1392974151","Consumer Services","Real Estate Investment Trusts","LTC","Public","NYSE","40","0000","http://www.nasdaq.com/symbol/ltc"
"1841","Chemed Corp.","1","1.0","1392466370","Health Care","Medical/Nursing Services","CHE","Public","NYSE","74","1971","http://www.nasdaq.com/symbol/che"
"1842","United Bankshares, Inc.","1","1.0","1391443399","Finance","Major Banks","UBSI","Public","NASDAQ","28","0000","http://www.nasdaq.com/symbol/ubsi"
"1843","ADTRAN, Inc.","1","1.0","1391151322","Public Utilities","Telecommunications Equipment","ADTN","Public","NASDAQ","23","1994","http://www.nasdaq.com/symbol/adtn"
"1844","OneBeacon Insurance Group, Ltd.","1","1.0","1390682376","Finance","Property-Casualty Insurers","OB","Public","NYSE","15","2006","http://www.nasdaq.com/symbol/ob"
"1845","Fusion-io, Inc.","1","1.0","1387886048","Technology","Electronic Components","FIO","Public","NYSE","14","0000","http://www.nasdaq.com/symbol/fio"
"1846","Acadia Realty Trust","1","1.0","1386799076","Consumer Services","Real Estate Investment Trusts","AKR","Public","NYSE","25","0000","http://www.nasdaq.com/symbol/akr"
"1847","Blackrock Enhanced Equity Dividend Trust","1","1.0","1385606861","n/a","n/a","BDJ","Public","NYSE","8","1990","http://www.nasdaq.com/symbol/bdj"
"1848","Cash America International, Inc.","1","1.0","1385287831","Consumer Services","Other Specialty Stores","CSH","Public","NYSE","49","0000","http://www.nasdaq.com/symbol/csh"
