Skill_id,Skill_name
2272,Containment Design
2273,Fatigue Testing
2274,Accelerated Life Testing
2275,Bolted Joint Design
2276,Explicit Dynamics Analysis
2277,Thermo-mechanical Analysis
2278,Weibull Analysis
2279,Advanced Design Methodologies
2280,Engineering Optimization Methods
2281,GD&T
2282,Statistical Process Control
2283,Autodesk Inventor
2284,FEM
2285,ProE
2286,MS Office Suite
2287,ALTA
2288,Inventor
2289,Stress Analysis
2290,FMEA
2291,Online Video
2292,Video Advertising
2293,Streaming Media
2294,Monetization
2295,Live Streaming
2296,Video
2297,Internet Video
2298,Digital Video
2299,Training
2300,Web Video
2301,Channel Partners
2302,Ad Networks
2303,Encoding
2304,Drupal
2305,Digital Media
2306,Mobile Devices
2307,Solution Selling
2308,Transcoding
2309,iOS
2310,Change Management
2311,Management Consulting
2312,Business Development
2313,International Sales
2314,Telecommunications
2315,Amazon EC2
2316,Business Modeling
2317,Semantic Web
2318,Critical Thinking
2319,Technology Needs Analysis
2320,Web 2.0
2321,Venture Capital
2322,Word
2323,jQueryUI
2324,MAMP
2325,Bash
2326,Node
2327,Multivariable Calculus
2328,Active Directory
2329,DNS
2330,VPN
2331,Networking
2332,Troubleshooting
2333,Network Administration
2334,System Administration
2335,Servers
2336,Wireless Networking
2337,VMware ESX
2338,Windows Server
2339,Data Center
2340,Subversion
2341,Mac OS X
2342,Nginx
2343,Unix Shell Scripting
2344,Mercurial
2345,After Effects
2346,Final Cut Pro
2347,Adobe Audition
2348,Cinema 4D
2349,Print Management
2350,Photography
2351,Corporate Branding
2352,Creative Development
2353,Art Direction
2354,Brand Development
2355,Layout
2356,Mac
2357,Email Marketing
2358,Concept Development
2359,Fashion
2360,Interaction Design
2361,Glassfish
2362,Groovy
2363,Jasper Reports
2364,Architecture
2365,Oracle
2366,Database Design
2367,Spring
2368,SOA
2369,JBoss Application Server
2370,JUnit
2371,XSLT
2372,Enterprise Architecture
2373,REST
2374,JSF
2375,English
2376,Management
2377,Online Advertising
2388,Bloomberg Terminal
2389,Private Placements
2390,Early-stage Startups
2391,Investments
2392,Microsoft Word
2393,Contract Management
2394,Contract Negotiation
2395,Interviews
2396,Business Planning
2397,Economics
2398,Capital IQ
2399,Valuation
2400,Computer Graphics
2401,YUI
2402,Social Media Measurement
2403,Social Media Outreach
2404,Social Media Advertising
2405,Boolean Logic
2406,Blogging
2407,Interactive Advertising
2408,Public Relations
2409,Facebook
2410,Entreprenuership
2411,Final Cut Studio
2412,Cinematography
2413,Digital Photography
2414,Sound Design
2415,Animation
2416,Audacity
2417,Motion Graphics
2418,Video Editing
2419,Camera Operating
2420,Short Films
2421,Music Production
2422,Feature Films
2423,Media Production Management
2424,Data Wrangling
2425,Post Production
2426,Webcasting
2427,live event videography
2428,Video Production
2429,Film Production
2430,Videography
2431,Multimedia
2432,Broadcast
2433,Film
2434,Screenwriting
2435,Premiere
2436,Storytelling
2437,Commercials
2438,Music Videos
2439,HD Video
2440,Creative Writing
2441,Storyboarding
2442,Film Editing
2443,Documentaries
2444,ITIL
2445,IT Service Management
2446,VMware
2447,Disaster Recovery
2448,SharePoint
2449,IT Strategy
2450,Solution Architecture
2451,Stakeholder Management
2452,Virtualization
2453,IT Management
2454,Project Delivery
2455,Windows 7
2456,PRINCE2
2457,Ubuntu
2458,Government Proposals
2459,Information Technology
2460,Infrastructure
2461,Technical Support
2462,Dreamweaver
2463,Illustration
2464,QuarkXPress
2465,Posters
2466,Packaging
2467,Brochures
2468,Adobe Acrobat
2469,Newsletters
2470,Flash
2471,Trade Secrets
2472,Microfinance
2473,Early Stage Companies
2474,Intellectual Property
2475,Patent Analysis
2476,Patent Strategy
2477,Patent Portfolio Management
2478,Patentability
2479,Program Management
2480,Program Implementation
2481,Economic Development
2482,Technology Valuation
2483,Intellectual Property Valuation
2484,Export Controls
2485,Legal Compliance
2486,Patents
2487,Licensing
2488,Trademarks
2489,Legal Writing
2490,Corporate Law
2491,Policy
2492,Legal Issues
2493,Public Policy
2494,Due Diligence
2495,Copyright Law
2496,Commercialization
2497,Negotiation
2498,Mediation
2499,Political Campaigns
2500,Grassroots Organizing
2501,Politics
2502,Strategic Vision
2503,Legislative Relations
2504,Policy Analysis
2505,Political Science
2506,Community Organizing
2507,Volunteer Management
2508,Opposition Research
2509,Volunteer Recruiting
2510,Creativity
2511,Sports
2512,Sponsorship
2513,Journalism
2514,Coaching
2515,Grant Writing
2516,Medical Writing
2517,Contract Writing
2518,Health Journalism
2519,AMA Style
2520,Grant Management
2521,Budgeting
2522,Research Design
2523,Program Evaluation
2524,Health
2525,Mental Health
2526,Grants
2527,Github
2528,Nonprofits
2529,Fundraising
2530,Government
2531,Community Outreach
2532,Report Writing
2533,Workshop Facilitation
2534,Community Development
2535,Copy Editing
2536,Public Health
2537,Non-profit Administration
2538,Teaching
2539,Circuit Design
2540,Robotics
2541,Electronics
2542,Automation
2543,Electrical Engineering
2544,Pspice
2545,Simulation
2546,Microcontrollers
2547,Electrical
2548,Entrepreneur
2549,Large Scale Events
2550,Lead Generation
2551,Corporate Events
2552,Backend Development
2553,Frontend Development
2554,NoSQL
2555,Materials
2556,Front End Developers
2557,Security
2558,Enterprise Software
2559,Marketing Automation
2560,Salesforce Automation
2561,Infusionsoft
2562,SDLC
2563,Sales Force Development
2564,Archer Certified Consultant
2565,Business Process
2566,Pre-sales
2567,Sales & Marketing Leadership
2568,Traffic Generation
2569,Demand Generation
2570,Professional Services
2571,Customer Service
2572,Time Management
2573,Event Planning
2574,Team Leadership
2575,Teamwork
2576,Mobile
2577,New Business Development
2578,Software Architect
2579,Executive Management
2580,Mobile Marketing
2581,Technology Development
2582,Open Source Development
2583,Angel Investing
2584,Startup Development
2585,Integrated Marketing
2586,B2B
2587,Mobile Advertising
2588,Facebook API
2589,Startups
2590,ActionScript
2591,CouchDB
2592,Front-end
2593,Google App Engine
2594,Jetty
2595,RHEL
2596,Red Hat Linux
2597,RELAX NG
2598,XML Schema
2599,Telco Industry
2600,Financial Industry
2601,Medical Industry
2602,Location Based Marketing
2603,Location Based Services
2604,Expert Witness
2605,Financial Systems
2606,Criminal Justice
2607,Biometrics
2608,SOAP
2609,Bitcoin
2610,Cryptocurrency
2611,Cryptography
2612,QNX
2613,Human Computer Interaction
2614,Series 63
2615,Mergers
2616,Comparative Analysis
2617,Mergers & Acquisitions
2618,Hedge Funds
2619,LBO
2620,CRM databases
2621,Lean Startup
2622,Kanban
2623,Customer Satisfaction
2624,Retail
2625,Google Adwords
2626,Marketing Management
2627,Multi-channel Marketing
2628,Customer Acquisition
2629,Viral Marketing
2630,Campaign Management
2631,Interactive Marketing
2632,Growth Hacking
2633,User Acquisition
2634,Guerrilla Marketing
2635,Viral Video
2636,SQL Server
2637,Ingres
2638,Google Maps
2639,Grails
2640,ETL
2641,ORM
2642,Application Development
2643,KnockoutJS
2644,ASP.NET MVC 4
2645,ASP
2646,Solaris
2647,Windows Azure
2648,Architectures
2649,Web Marketing Strategy
2650,Landing Page Optimization
2651,Landing Pages
2652,Stata
2653,Econometrics
2654,Microeconomics
2655,Macroeconomics
2656,Network Security
2657,Outsourcing
2658,IVR
2659,CTI
2660,ACD
2661,Computer Security
2662,Call Center
2663,NewLISP
2664,BSD
2665,Startup Marketing
2666,Call Centers
2667,Operations Management
2668,Leadership Development
2669,Special Operations
2670,Intelligence Analysis
2671,Risk Assessment
2672,Counterterrorism
2673,International Relations
2674,Analysis
2675,Operations Research
2676,Process Engineering
2677,Procurement
2678,Network Engineering
2679,Garden
2680,HIPAA
2681,Color Theory
2682,Branding
2683,Online Branding
2684,Facebook apps
2685,Application Design
2686,Social Marketing
2687,Digital Branding
2688,Interactive Marketing Strategy
2689,Service Design
2690,Cross-platform design
2691,User Interaction
2692,Customer Retention
2693,Personal Development
2694,Communication Skills
2695,Twitter
2696,LinkedIn
2697,Schedules
2698,Administrative Assistants
2699,QuickBooks
2700,Small Business
2701,Project Planning
2702,Genexus
2703,Genexus Smart Devices
2704,AngularJS
2705,MSP430
2706,SQLite
2707,Chrome Extensions
2708,jQuery Mobile
2709,Employee Relations
2710,OFCCP
2711,Taleo
2712,Corporate Recruiting
2713,Full-life Cycle Recruiting
2714,Applicant Tracking Systems
2715,iCIMS
2716,AIRS
2717,Peopleclick
2718,Behavioral Interviewing
2719,Job Fairs
2720,AIRS CIR
2721,Boolean Searching
2722,Extending Offers
2723,High-volume Recruiting
2724,Employee Referral Programs
2725,Phone Screens
2726,CIR
2727,Staffing Services
2728,Screening Resumes
2729,Temporary Placement
2730,Benefits Negotiation
2731,Resume Writing
2732,Temporary Staffing
2733,Crowdfunding
2734,Corporate Treasury
2735,Financial Management
2736,IT Outsourcing
2737,Global HR
2738,International Business
2739,Intercultural Skills
2740,Treasury
2741,Human Resources
2742,Process Management
2743,Treasury Management
2744,Fluid Dynamics
2745,Machining
2746,Modeling
2747,Hive
2748,Graph Theory
2749,Cassandra
2750,Clustering
2751,Informatica
2752,Large-scale Data Analysis
2753,Solr
2754,JClouds
2755,Presentations
2756,Mentoring
2757,Graphology
2758,SAPScript
2759,Smartforms
2760,ABAP
2761,BDC
2762,SAP
2763,LSMW
2764,ALV
2765,Data Migration
2766,Dialog Programs
2767,SAP ERP
2768,ECC
2769,SAP Implementation
2770,ERP
2771,User Exits
2772,BAPI
2773,SD
2774,SAP Netweaver
2775,Legacy Systems
2776,WebDynpro
2777,IDOC
2778,SAP MM
2779,Idea Generation
2780,Social TV
2781,Spanish
2782,Drug Design
2783,Computational Chemistry
2784,Molecular Modeling
2785,Cheminformatics
2786,Medicinal Chemistry
2787,Virtual Screening
2788,QSAR
2789,Drug Discovery
2790,Lead Change
2791,Systems Biology
2792,ADME
2793,Bioinformatics
2794,GPCRs
2795,OS X
2796,Clojure
2797,Agile & Waterfall Methodologies
2798,T-SQL
2799,Lisp
2800,Math
2801,PHPUnit
2802,Unit Testing
2803,Integration Testing
2804,JBoss
2805,High Scalability Solutions
2806,ESB
2807,TIBCO
2808,JIRA
2809,CVS
2810,Drools
2811,Workbrain
2812,Haskell
2813,Health 2.0
2814,Unified Communications
2815,SMS
2816,IP PBX
2817,Unified Messaging
2818,Hosted VoIP
2819,CCXML
2820,Omniture
2821,Data Integration
2822,Cloud
2823,Google API
2824,Amazon Web Services
2825,Amazon Cloud
2826,Bing
2827,SQL Azure
2828,Business Process Automation
2829,VoIP
2830,APIs
2831,Program Analysis
2832,Test Execution
2833,Materials Science
2834,FTIR
2835,UV/Vis
2836,TGA
2837,Chemical Engineering
2838,Thin Films
2839,Differential Scanning Calorimetry
2840,FTIR spectroscopy
2841,GPC
2842,HPLC
2843,pH meter
2844,Conductivity Meter
2845,Chemistry
2846,Analytical Chemistry
2847,Coatings
2848,Protective Coatings
2849,AFM
2850,Creative Problem Solving
2851,Technical Writing
2852,Technical Presentations
2853,Microscopy
2854,Spectroscopy
2855,Chemical
2856,Polymers
2857,Membrane
2858,R&D
2859,Encapsulation
2860,Sop
2861,Validation
2862,Scientific Writing
2863,Microfabrication
2864,Nanotechnology
2865,Partner Management
2866,Indirect Channel Sales
2867,Software Solution Sales
2868,Direct Sales
2869,Channel
2870,WebSphere Integration Developer
2871,WebSphere Process Server
2872,WebSphere Message Broker
2873,DB2
2874,ASIC
2875,Computer Architecture
2876,Verilog
2877,ModelSim
2878,Jython
2879,RUP
2880,PMBOK
2881,PMI
2882,MS Project
2883,PMO
2884,RESTful WebServices
2885,Automata
2886,Start-up Consulting
2887,Algorithm Development
2888,Server Management
2889,Front End Engineering Design
2890,Memcached
2891,Elastic Load Balancing
2892,Scalable Web Applications
2893,Database-driven Web Applications
2894,API Development
2895,Conversion Optimization
2896,A/B testing
2897,Web
2898,Happiness
2899,Life
2900,Japanese
2901,JLPT
2902,Sockets
2903,OSPF
2904,EIGRP
2905,IP
2906,PPP
2907,ATM
2908,Embedded SQL
2909,OPNET
2910,GSM
2911,CDMA
2912,MagicDraw
2913,DB2/SQL
2914,Wireshark
2915,BGP
2916,MPLS
2917,Multicast
2918,Contract Negotiations
2919,Web Marketing
2920,Organic Search
2921,Online Lead Generation
2922,Google Webmaster Tools
2923,Keyword Research
2924,RabbitMQ
2925,International Project Management
2926,Innovation Management
2927,Internet Strategy
2928,Offshore Projects
2929,Affiliate Programs
2930,Engineering Design
2931,BOM management
2932,Sheet Metal
2933,BOM development
2934,Computer Repair
2935,Industrial Design
2936,Rendering
2937,Design Research
2938,Sketching
2939,Design Thinking
2940,Concept Design
2941,3D rendering
2942,Healthcare
2943,Leading Development Teams
2944,Go-to-market Strategy
2945,Growth Strategies
2946,Private Equity
2947,Corporate Development
2948,Strategic Consulting
2949,Acquisition Integration
2950,Oracle SQL
2951,Google Website Optimizer
2952,Competitive Intelligence
2953,Focus Groups
2954,Microstrategy
2955,Social Commerce
2956,Consumer Insights
2957,Social Listening
2958,Social Analytics
2959,Google Insights
2960,Cross-functional Team Leadership
2961,Behavioral Targeting
2962,Segmentation
2963,Optics
2964,Digital Communication
2965,PCB design
2966,Telekenesis
2967,Laser Eyes
2968,Design
2969,Weblogic
2970,PMP
2971,Software Documentation
2972,Sparx Enterprise Architect
2973,Websphere
2974,Middleware
2975,Technical Leadership
2976,Architectural Design
2977,Managerial
2978,Selling Skills
2979,CCNP
2980,Cisco Technologies
2981,Routers
2982,CCNA
2983,CCDA
2984,Large Scale Optimization
2985,Arena Simulation Software
2986,Wireless
2987,Network Architecture
2988,TDD
2989,TCL
2990,Google Cloud SQL
2991,High Performance Computing
2992,Parallel Computing
2993,Software Training
2994,Computational Biology
2995,Lifesciences
2996,Genomics
2997,Survey Design
2998,WinBUGS
2999,Joomla
3000,XPath
3001,XQuery
3002,UDP
3003,Netfilter
3004,nodejs
3005,Lucene
3006,Targeted Advertising
3007,People Management
3008,3D visualization
3009,Computer Animation
3010,Information Graphics
3011,Desktop Publishing
3012,GNU Octave
3013,Desktop Support
3014,Printer Support
3015,Remote Support
3016,Server Administration
3017,System Migration
3018,Backup Solutions
3019,Hosted Solutions
3020,Storage Solutions
3021,Purchasing
3022,Documentation
3023,Windows XP Professional
3024,Windows Vista
3025,Windows Server 2003
3026,Windows Server 2008
3027,Group Policy
3028,Novell Netware
3029,HP Proliant
3030,Cisco Catalyst Switches
3031,Linksys
3032,Juniper
3033,SMC
3034,DHCP
3035,RAID
3036,WAN
3037,Outlook
3038,Lotus Notes
3039,Google Apps
3040,LogMeIn
3041,Virtual PC
3042,VirtualBox
3043,Credit Card Processing
3044,Blackberry
3045,Integrity
3046,Object-oriented Software
3047,Scheme
3048,Racket
3049,ASP.NET
3050,SEA
3051,E-business
3052,Project Portfolio Management
3053,Organizational Development
3054,Lecturing
3055,Higher Education
3056,E-Learning
3057,Knowledge Management
3058,Student Affairs
3059,Student Development
3060,Curriculum Design
3061,Institutional Research
3062,Accreditation
3063,Program Development
3064,Adult Education
3065,Curriculum Development
3066,Instructional Design
3067,Staff Development
3068,Faculty Development
3069,University Teaching
3070,Academic Advising
3071,Academia
3072,College Teaching
3073,Admissions
3074,Distance Learning
3075,Enrollment Management
3076,Tutoring
3077,Academic Administration
3078,Educational Technology
3079,Higher Education Administration
3080,Educational Leadership
3081,UEFI
3082,Hardware Diagnostics
3083,Object Oriented Modeling
3084,Thrift
3085,Probability
3086,Game Theory
3087,Linear Algebra
3088,Combinatorics
3089,Panel Data Analysis
3090,Complex Systems
3091,PHP4/5
3092,OWL
3093,Encryption
3094,Firefox Extensions
3095,WebGUI
3096,FrontPage
3097,Crystal Reports
3098,Merise
3099,Next generation sequencing
3100,Sequence Analysis
3101,Bioconductor
3102,Sequencing
3103,Microarray Analysis
3104,DNA sequencing
3105,RNAseq
3106,Science
3107,Neuroscience
3108,NGS
3109,Biotechnology
3110,qPCR
3111,ChIP-seq
3112,Personalized Medicine
3113,Statistical Learning
3114,Information Extraction
3115,Neural Networks
3116,Mashups
3117,Nutch
3118,Datasets
3119,Linkedin Endorsements
3120,Soul Retrieval
3121,Putting Out Fires
3122,Spring Webflow
3123,Spring DI
3124,JBoss EAP
3125,RHCE
3126,Fedora
3127,Numerical Computing
3128,Stellar Astrophysics
3129,Planetary Science
3130,Theoretical Physics
3131,Musical Composition
3132,Guitar
3133,Fortran
3134,Data Warehousing
3135,Logistics
3136,Struts
3137,ElasticSearch
3138,Dojo
3139,SSRS
3140,iBatis
3141,GWT
3142,DWR
3143,Velocity
3144,Jena
3145,SPARQL
3146,Liferay
3147,JSR 168
3148,Portlets
3149,Pentaho
3150,Weka
3151,Jboss Fuse
3152,Apache Camel
3153,Front-end Development
3154,CMS
3155,Customer Relations
3156,Production
3157,Medical Devices
3158,Deal Sourcing
3159,Breakdance
3160,Sensors
3161,IDL
3162,Fortran 95
3163,Mergers and Acquisitions
3164,International M&A
3165,Software Licensing
3166,Open Source Licensing
3167,Technology Roadmapping
3168,Preparation of Business Cases
3169,Thought Leadership
3170,Operational Excellence
3171,Mobile Technology
3172,Cloud M&A
3173,Toxicology
3174,In Vitro Toxicology
3175,Developmental and Reproductive Toxicology
3176,Regulatory Affairs
3177,Chronic Illness
3178,GLP
3179,FDA
3180,Pharmacology
3181,Pharmaceutical Industry
3182,CRO
3183,Drug Development
3184,21 CFR Part 11
3185,Clinical Trials
3186,Regulatory Submissions
3187,Oncology
3188,GMP
3189,Laboratory
3190,Clinical Research
3191,HBase
3192,Scalability
3193,Systems Thinking
3194,High Availability
3195,Vim
3196,Pig
3197,Abstraction
3198,Strategyst
3199,Internationalization
3200,Technology Management
3201,Semiconductors
3202,"Technology Valuation (M&A VC)"
3203,Open Innovation
3204,Mobile Communications
3205,Innovation Consulting
3206,Innovation Development
3207,XNA
3208,Microsoft Technologies
3209,Emacs
3210,Storm
3211,Parallel Programming
3212,Expression Blend
3213,MapR Certified Administrator
3214,Social Media Monitoring
3215,DRM
3216,Infrastructure Security
3217,Tornado
3218,C/C++ STL
3219,Cocoa
3220,ExtJS 3/4.x
3221,History
3222,Art History
3223,Academic Writing
3224,Start-up Ventures
3225,Active TS/SCI Clearance
3226,Active Top Secret Security Clearance
3227,Prolog
3228,Magento
3229,MODx
3230,Meteor.js
3231,Java/J2EE (Web)
3232,Product Integration
3233,OpenSSL
3234,Audio Fingerprinting
3235,AVR Studio
3236,Gcc/g++
3237,Penetration Testing
3238,Win32
3239,Gdb
3240,HDFS
3241,Crunch
3242,Spark
3243,Spine
3244,Assembly
3245,socket.io
3246,Gimp
3247,Inkscape
3248,Processing
3249,SSIS
3250,SSAS
3251,OBIEE
3252,Teradata
3253,OLTP
3254,OLAP
3255,Healthcare Information Technology
3256,Embarcadero
3257,Erwin
3258,PowerPivot
3259,PowerView
3260,GoldenGate
3261,Replication
3262,ETL Tools
3263,Gaming Industry
3264,Executive Reporting
3265,Dashboard Metrics
3266,Master Data Management
3267,Data Quality
3268,Teradata Data Warehouse
3269,Distributed File Systems
3270,MDX
3271,MDS
3272,Performance Tuning
3273,Policy Management
3274,Mobile Broadband
3275,GTD
3276,Business Relationship Management
3277,Business Transformation
3278,Value Propositions
3279,Best Practices
3280,Consultative Sales Professional
3281,Executive Level Relationship Building
3282,Business Networking
3283,Inbound Marketing
3284,Digital Economy
3285,Technical Assistance
3286,Dropwizard
3287,Play Framework
3288,Payment Systems
3289,Electronic Payments
3290,Payment Gateways
3291,Consultancy
3292,Customer Management
3293,Order Management
3294,BSS
3295,Siebel
3296,Siebel EAI
3297,Trouble Ticket
3298,EAI
3299,Oracle CRM
3300,Requirements Gathering
3301,Telco
3302,Business Process Design
3303,Open Source Software
3304,Oracle CRM on Demand
3305,Help Desk Support
3306,Physician Verification
3307,State License Verification
3308,QlikView
3309,Kana
3310,Data Entry
3311,Data Management
3312,GCP
3313,HIPPA
3314,ICH-GCP
3315,CTMS
3316,"Healthcare Data Stewardship Governance & Quality"
3317,Molecular Biology
3318,Biodefense
3319,Biostatistics
3320,Microarrays
3321,Genetics
3322,Biomarker Discovery
3323,PCR
3324,Proteomics
3325,Cell Biology
3326,Assay Development
3327,SMO
3328,Mobile Internet
3329,Link Building
3330,Search Advertising
3331,WebTrends Analytics
3332,Database Marketing
3333,Solutions Marketing
3334,Display Advertising
3335,Multivariate Testing
3336,Unit Trusts
3337,Firebird
3338,MySQL 4.x
3339,FuelPHP
3340,Internet Media
3341,SEO Audits
3342,Blog Marketing
3343,Content Marketing
3344,Search Analysis
3345,Search Engine Submission
3346,Statistical Data Analysis
3347,Particle Physics
3348,Statistical Tools
3349,Monte Carlo Simulation
3350,Experimentation
3351,SAS programming
3352,Software Lifecycle Management
3353,AOP
3354,Information Security
3355,Privacy Law
3356,Physical Security
3357,Homeland Security
3358,Information Security Management
3359,PCI DSS
3360,Information Assurance
3361,Application Security
3362,Security Management
3363,Vendor Management
3364,Third Party Vendor Management
3365,Security Consulting
3366,Crisis Management
3367,Vulnerability Assessment
3368,ISO 27001
3369,Governance
3370,Linux System Administration
3371,Network Programming
3372,Computer Programming
3373,Linux Kernel
3374,Client Service
3375,Client Relationship Building
3376,Client Retention
3377,Advertising Sales
3378,B2B Marketing
3379,Industrial Equipment
3380,Upselling
3381,Cross Selling
3382,Conceptual Sales
3383,Up-selling
3384,Adobe LiveCycle Designer
3385,Country Managers
3386,Spanish-speaking
3387,Threat Management
3388,Threat & Vulnerability Management
3389,Deal-making
3390,Logistics Management
3391,Operational Risk Management
3392,Intelligence
3393,Corporate Security
3394,Security Operations
3395,Deal Development
3396,Mobile App Development
3397,Logistics Intelligence
3398,Cloud Applications
3399,Logistics Consulting
3400,International Logistics
3401,Digital Media Services
3402,SNMP
3403,Innovation
3404,NMS/EMS
3405,Javascript/HTML5/CSS3/Mobile Frameworks
3406,Technology Solutions
3407,Adaptive Streaming
3408,Managing Start-ups
3409,Lean Product
3410,Product Engineering
3411,Looking At the Big Picture
3412,Technology Evangelist
3413,WAN Optimisation
3414,Network Management
3415,Backtesting
3416,Asset Allocation
3417,Tactical Asset Allocation
3418,Portfolio Optimization
3419,Quantitative Investment Strategies
3420,Financial Markets
3421,Business Analytics
3422,Financial Services
3423,Retirement Planning
3424,Personal Finance
3425,Media Relations
3426,Strategic Financial Planning
3427,Project Control
3428,Database Admin
3429,Employee Training
3430,Executive Communications
3431,Travel
3432,Training & Development
3433,Contact Management
3434,License Management
3435,RFI
3436,Compliance
3437,Inside Sales
3438,Technology Planning
3439,Application Management
3440,Database Management
3441,Continuing Education
3442,Employee Hiring
3443,Benefits Administration
3444,Staff Scheduling
3445,Inventory Control
3446,Inventory Analysis
3447,Supplier Sourcing
3448,DOT regulations
3449,Transportation Management
3450,Game Design
3451,Software Deployment
3452,Technical Analysis
3453,Functional Analysis
3454,Multi-Team Management
3455,RubyMine
3456,Watir
3457,Cucumber
3458,Apache Tiles
3459,89C51
3460,Process Mapping
3461,SQL Server Management Studio
3462,J2EE
3463,"Asp.NET Framework 4"
3464,"Asp.NET Framework 4.5"
3465,C#.NET
3466,SQL server 2005
3467,SQL server 2008
3468,customer communication
3469,Time Study
3470,Fitness
3471,Merchandising
3472,Social CRM
3473,Business Process Management
3474,ERP/CRM
3475,Product Life Cycle Management
3476,P&L Management
3477,Descriptive Analysis
3478,Consumer Insight
3479,Market Analysis
3480,Quantitative Research
3481,Secondary Research
3482,Brand Equity
3483,Online Research
3484,Advertising Research
3485,Market Intelligence
3486,Consumer Behaviour
3487,OpenLDAP
3488,Sun Directory Server
3489,Sun Identity Manager
3490,Oracle Identity Manager
3491,OID
3492,Veritas Volume Manager
3493,Veritas Cluster Server
3494,Solaris Volume Manager
3495,Veritas Net Backup
3496,VxFS
3497,ZFS
3498,LVM
3499,NetApp
3500,IBM Storage
3501,vSphere
3502,Brocade
3503,CWIP
3504,Sendmail
3505,Bind
3506,RedHat
3507,HP EVA
3508,Sun
3509,Netbackup
3510,DS4000
3511,Nagios
3512,Online Publishing
3513,Publishing
3514,New Media
3515,Magazines
3516,Editorial
3517,Television
3518,Corporate Communications
3519,Eiffel
3520,MIPS
3521,Device Drivers
3522,Sun Certified Java Programmer
3523,Java software development
3524,ExtJS
3525,Ext JS
3526,Xcode
3527,Core Data
3528,Sencha
3529,Oracle PL/SQL Development
3530,Spring MVC
3531,Import Export
3532,Enterprise Social Networking
3533,Fertilizers
3534,NGOs
3535,Sulfur
3536,Strategic Thinking
3537,Internet Entrepreneur
3538,Customer Focused Marketing
3539,Relationship Developer
3540,Forward Planning
3541,Implementation Plans
3542,Wireframes
3543,Military
3544,Operational Planning
3545,Army
3546,Security Clearance
3547,Excel Services
3548,Business Intelligence Tools
3549,Grid Computing
3550,Cross-team Collaboration
3551,Passion for Technology
3552,Microsoft Office Sharepoint Server
3553,Analysis Services
3554,DAX
3555,JSONP
3556,Ext
3557,Slim
3558,Abaqus CAE/ Explicit
3559,FESafe
3560,Structural Analysis
3561,Design of Experiments
3562,Project Coordination
3563,Customer Interaction
3564,Stakeholder Engagement
3565,Solution Implementation
3566,Technology Integration
3567,Linux Tools
3568,DOM Scripting
3569,MySQL 4/5
3570,ImageMagick
3571,Ffmpeg
3572,OpenSSH
3573,Debian/Ubuntu
3574,Machine Design
3575,Solid Modeling
3576,Engineering Analysis
3577,Activity Modeling
3578,Task Analysis
3579,Charismatic Leadership
3580,Influential Communicator
3581,Sales Presentations
3582,Determined to Succeed
3583,Highly motivated self-starter
3584,Relationship Management
3585,Innovator
3586,Customer Oriented
3587,Google Glass
3588,ExpressionEngine
3589,SVG
3590,Twitter API
3591,Strategy Development
3592,Process Optimization
3593,Supplier Management
3594,Process Creation
3595,Computers
3596,Sustainability
3597,Press Releases
3598,Business Simulation
3599,Discrete Event Simulation
3600,Agent-based Simulation
3601,RSLogix5000
3602,RSLinx
3603,RSEmulate
3604,RSLogix500
3605,Siemens S7-200
3606,RSNetWorx
3607,RSLogix
3608,DeviceNet
3609,Ethernet IP
3610,WinCC
3611,Control Systems Design
3612,Technical Presales
3613,Techincal Writing
3614,User Acceptance Testing
3615,Mobile Solutions
3616,Branding Ideas
3617,Film Marketing
3618,Media & Entertainment
3619,Entertainment
3620,Books
3621,Online Communications
3622,Digital Innovation
3623,Small Business Online Marketing
3624,visonary
3625,SQL Server 2000-2008
3626,Web Crawling
3627,Parsing
3628,LinkedIn API
3629,Compulsive Curiosity
3630,Curiosity
3631,French
3632,Russian
3633,Emerging Markets
3634,Social Entrepreneurship
3635,Program Design
3636,B2C
3637,Key Account Management
3638,Cognos
3639,Metasploit
3640,Nmap
3641,Reverse Engineering
3642,Malware Analysis
3643,Assembly Language
3644,Software Quality
3645,Rubymotion
3646,Symfony
3647,Doctrine
3648,Varnish
3649,Go
3650,CentOS
3651,Management Of Creative Teams
3652,Distributed Team Management
3653,Multi-touch
3654,Patent Applications
3655,Data Representation & Modeling
3656,New Product Introduction
3657,Product Requirements Definition
3658,User Interface Specifications
3659,3D Modeling
3660,Interior Design
3661,Construction Management
3662,3D graphics
3663,Lighting Design
3664,Installation Design
3665,R&D planning
3666,User Scenarios
3667,JavaScript Frameworks
3668,JavaScript Libraries
3669,Unobtrusive Javascript
3670,Firebug
3671,W3C Validation
3672,iPhone
3673,PhoneGap
3674,jQuery UI
3675,SASS
3676,Mobile First
3677,Responsive Design
3678,underscore
3679,Modenizr
3680,require.js
3681,Zepto.js
3682,Modular JavaScript
3683,Object Oriented JavaScript
3684,Windows Mobile
3685,Google Closure
3686,Performance Improvement
3687,PRO-E W/F-5
3688,CATIA_V5R20
3689,UG_NX-8.0
3690,Atairs Hypermesh
3691,Autodesk Inventor-12
3692,Techanical and Engineering Drawing.
3693,"Pres Tools Design and Development-Dies Fixtures"
3694,Process Piping Design
3695,PLC Programming
3696,SCADA
3697,Vibration
3698,Labview
3699,Human Factors
3700,Aviation
3701,Aircraft
3702,Visual C#
3703,Wellness
3704,Personal Training
